insert_i,recall
1868,0.850000
1869,0.860000
1870,0.810000
1871,0.860000
1872,0.800000
1873,0.750000
1874,0.840000
1875,0.850000
1876,0.700000
1877,0.720000
1878,0.800000
1879,0.760000
1880,0.780000
1881,0.870000
1882,0.700000
1883,0.790000
1884,0.790000
1885,0.720000
1886,0.770000
1887,0.660000
1888,0.760000
1889,0.860000
1890,0.810000
1891,0.820000
1892,0.800000
1893,0.710000
1894,0.630000
1895,0.830000
1896,0.860000
1897,0.820000
1898,0.870000
1899,0.730000
1900,0.780000
1901,0.780000
1902,0.810000
1903,0.800000
1904,0.780000
1905,0.760000
1906,0.730000
1907,0.800000
1908,0.780000
1909,0.780000
1910,0.770000
1911,0.630000
1912,0.740000
1913,0.860000
1914,0.780000
1915,0.830000
1916,0.820000
1917,0.750000
1918,0.790000
1919,0.730000
1920,0.850000
1921,0.680000
1922,0.750000
1923,0.720000
1924,0.730000
1925,0.870000
1926,0.780000
1927,0.790000
1928,0.820000
1929,0.820000
1930,0.870000
1931,0.720000
1932,0.770000
1933,0.860000
1934,0.860000
1935,0.750000
1936,0.740000
1937,0.720000
1938,0.780000
1939,0.780000
1940,0.890000
1941,0.760000
1942,0.830000
1943,0.780000
1944,0.770000
1945,0.730000
1946,0.830000
1947,0.590000
1948,0.790000
1949,0.890000
1950,0.880000
1951,0.850000
1952,0.800000
1953,0.740000
1954,0.720000
1955,0.810000
1956,0.800000
1957,0.800000
1958,0.780000
1959,0.750000
1960,0.800000
1961,0.750000
1962,0.710000
1963,0.700000
1964,0.820000
1965,0.890000
1966,0.730000
1967,0.700000
1968,0.590000
1969,0.860000
1970,0.750000
1971,0.730000
1972,0.780000
1973,0.850000
1974,0.730000
1975,0.740000
1976,0.750000
1977,0.800000
1978,0.820000
1979,0.840000
1980,0.610000
1981,0.870000
1982,0.840000
1983,0.820000
1984,0.760000
1985,0.800000
1986,0.780000
1987,0.840000
1988,0.710000
1989,0.890000
1990,0.790000
1991,0.520000
1992,0.700000
1993,0.850000
1994,0.690000
1995,0.650000
1996,0.860000
1997,0.760000
1998,0.740000
1999,0.650000
2000,0.760000
2001,0.830000
2002,0.770000
2003,0.760000
2004,0.770000
2005,0.770000
2006,0.780000
2007,0.840000
2008,0.860000
2009,0.730000
2010,0.750000
2011,0.770000
2012,0.810000
2013,0.810000
2014,0.780000
2015,0.810000
2016,0.830000
2017,0.880000
2018,0.750000
2019,0.840000
2020,0.700000
2021,0.680000
2022,0.860000
2023,0.860000
2024,0.860000
2025,0.740000
2026,0.830000
2027,0.860000
2028,0.770000
2029,0.850000
2030,0.860000
2031,0.830000
2032,0.780000
2033,0.660000
2034,0.750000
2035,0.710000
2036,0.680000
2037,0.820000
2038,0.850000
2039,0.790000
2040,0.800000
2041,0.800000
2042,0.730000
2043,0.790000
2044,0.840000
2045,0.860000
2046,0.790000
2047,0.800000
2048,0.650000
2049,0.740000
2050,0.580000
2051,0.780000
2052,0.790000
2053,0.850000
2054,0.800000
2055,0.790000
2056,0.660000
2057,0.750000
2058,0.710000
2059,0.750000
2060,0.810000
2061,0.750000
2062,0.870000
2063,0.830000
2064,0.830000
2065,0.840000
2066,0.800000
2067,0.590000
2068,0.880000
2069,0.850000
2070,0.830000
2071,0.850000
2072,0.830000
2073,0.870000
2074,0.750000
2075,0.760000
2076,0.720000
2077,0.740000
2078,0.870000
2079,0.790000
2080,0.710000
2081,0.780000
2082,0.780000
2083,0.760000
2084,0.600000
2085,0.790000
2086,0.820000
2087,0.770000
2088,0.800000
2089,0.820000
2090,0.830000
2091,0.750000
2092,0.660000
2093,0.830000
2094,0.800000
2095,0.780000
2096,0.850000
2097,0.710000
2098,0.770000
2099,0.730000
2100,0.820000
2101,0.750000
2102,0.800000
2103,0.750000
2104,0.770000
2105,0.730000
2106,0.870000
2107,0.630000
2108,0.780000
2109,0.720000
2110,0.760000
2111,0.750000
2112,0.670000
2113,0.680000
2114,0.810000
2115,0.800000
2116,0.730000
2117,0.760000
2118,0.790000
2119,0.770000
2120,0.790000
2121,0.700000
2122,0.850000
2123,0.790000
2124,0.790000
2125,0.850000
2126,0.730000
2127,0.650000
2128,0.740000
2129,0.820000
2130,0.850000
2131,0.720000
2132,0.840000
2133,0.680000
2134,0.830000
2135,0.720000
2136,0.710000
2137,0.650000
2138,0.730000
2139,0.780000
2140,0.830000
2141,0.830000
2142,0.740000
2143,0.720000
2144,0.810000
2145,0.760000
2146,0.830000
2147,0.730000
2148,0.800000
2149,0.840000
2150,0.780000
2151,0.840000
2152,0.760000
2153,0.810000
2154,0.750000
2155,0.810000
2156,0.850000
2157,0.760000
2158,0.720000
2159,0.800000
2160,0.520000
2161,0.730000
2162,0.710000
2163,0.820000
2164,0.770000
2165,0.800000
2166,0.710000
2167,0.760000
2168,0.860000
2169,0.840000
2170,0.710000
2171,0.820000
2172,0.720000
2173,0.830000
2174,0.740000
2175,0.660000
2176,0.790000
2177,0.850000
2178,0.820000
2179,0.830000
2180,0.700000
2181,0.710000
2182,0.730000
2183,0.750000
2184,0.780000
2185,0.820000
2186,0.860000
2187,0.740000
2188,0.790000
2189,0.850000
2190,0.710000
2191,0.500000
2192,0.760000
2193,0.750000
2194,0.760000
2195,0.710000
2196,0.640000
2197,0.640000
2198,0.870000
2199,0.750000
2200,0.840000
2201,0.690000
2202,0.800000
2203,0.700000
2204,0.820000
2205,0.810000
2206,0.780000
2207,0.720000
2208,0.730000
2209,0.670000
2210,0.720000
2211,0.710000
2212,0.790000
2213,0.780000
2214,0.650000
2215,0.790000
2216,0.670000
2217,0.790000
2218,0.860000
2219,0.730000
2220,0.770000
2221,0.780000
2222,0.600000
2223,0.830000
2224,0.870000
2225,0.720000
2226,0.670000
2227,0.700000
2228,0.710000
2229,0.880000
2230,0.770000
2231,0.690000
2232,0.680000
2233,0.770000
2234,0.830000
2235,0.780000
2236,0.810000
2237,0.830000
2238,0.780000
2239,0.860000
2240,0.820000
2241,0.860000
2242,0.790000
2243,0.750000
2244,0.760000
2245,0.770000
2246,0.810000
2247,0.810000
2248,0.710000
2249,0.790000
2250,0.860000
2251,0.760000
2252,0.840000
2253,0.770000
2254,0.660000
2255,0.780000
2256,0.870000
2257,0.760000
2258,0.710000
2259,0.840000
2260,0.770000
2261,0.720000
2262,0.660000
2263,0.790000
2264,0.750000
2265,0.820000
2266,0.700000
2267,0.760000
2268,0.750000
2269,0.790000
2270,0.700000
2271,0.800000
2272,0.850000
2273,0.650000
2274,0.890000
2275,0.580000
2276,0.800000
2277,0.770000
2278,0.740000
2279,0.880000
2280,0.700000
2281,0.820000
2282,0.560000
2283,0.800000
2284,0.590000
2285,0.790000
2286,0.780000
2287,0.890000
2288,0.630000
2289,0.820000
2290,0.810000
2291,0.830000
2292,0.850000
2293,0.860000
2294,0.800000
2295,0.690000
2296,0.680000
2297,0.780000
2298,0.710000
2299,0.850000
2300,0.840000
2301,0.860000
2302,0.670000
2303,0.590000
2304,0.680000
2305,0.660000
2306,0.780000
2307,0.820000
2308,0.680000
2309,0.800000
2310,0.810000
2311,0.780000
2312,0.690000
2313,0.670000
2314,0.800000
2315,0.740000
2316,0.800000
2317,0.830000
2318,0.790000
2319,0.730000
2320,0.540000
2321,0.810000
2322,0.840000
2323,0.750000
2324,0.800000
2325,0.790000
2326,0.830000
2327,0.770000
2328,0.850000
2329,0.820000
2330,0.830000
2331,0.810000
2332,0.650000
2333,0.540000
2334,0.780000
2335,0.660000
2336,0.850000
2337,0.620000
2338,0.820000
2339,0.790000
2340,0.820000
2341,0.730000
2342,0.780000
2343,0.820000
2344,0.680000
2345,0.730000
2346,0.780000
2347,0.730000
2348,0.810000
2349,0.810000
2350,0.700000
2351,0.720000
2352,0.770000
2353,0.660000
2354,0.660000
2355,0.680000
2356,0.810000
2357,0.740000
2358,0.720000
2359,0.670000
2360,0.750000
2361,0.820000
2362,0.660000
2363,0.780000
2364,0.750000
2365,0.840000
2366,0.660000
2367,0.770000
2368,0.840000
2369,0.720000
2370,0.780000
2371,0.830000
2372,0.690000
2373,0.840000
2374,0.790000
2375,0.650000
2376,0.660000
2377,0.790000
2378,0.750000
2379,0.610000
2380,0.690000
2381,0.830000
2382,0.760000
2383,0.650000
2384,0.880000
2385,0.790000
2386,0.800000
2387,0.840000
2388,0.760000
2389,0.710000
2390,0.810000
2391,0.640000
2392,0.840000
2393,0.700000
2394,0.660000
2395,0.750000
2396,0.820000
2397,0.860000
2398,0.670000
2399,0.770000
2400,0.760000
2401,0.690000
2402,0.650000
2403,0.770000
2404,0.820000
2405,0.610000
2406,0.770000
2407,0.480000
2408,0.810000
2409,0.740000
2410,0.760000
2411,0.800000
2412,0.650000
2413,0.870000
2414,0.820000
2415,0.850000
2416,0.780000
2417,0.710000
2418,0.740000
2419,0.710000
2420,0.710000
2421,0.760000
2422,0.790000
2423,0.640000
2424,0.660000
2425,0.860000
2426,0.830000
2427,0.760000
2428,0.820000
2429,0.790000
2430,0.770000
2431,0.740000
2432,0.750000
2433,0.780000
2434,0.860000
2435,0.800000
2436,0.850000
2437,0.800000
2438,0.790000
2439,0.680000
2440,0.760000
2441,0.620000
2442,0.610000
2443,0.780000
2444,0.800000
2445,0.660000
2446,0.860000
2447,0.810000
2448,0.750000
2449,0.790000
2450,0.730000
2451,0.790000
2452,0.730000
2453,0.680000
2454,0.850000
2455,0.810000
2456,0.640000
2457,0.750000
2458,0.830000
2459,0.760000
2460,0.680000
2461,0.710000
2462,0.730000
2463,0.670000
2464,0.530000
2465,0.830000
2466,0.650000
2467,0.790000
2468,0.780000
2469,0.830000
2470,0.820000
2471,0.840000
2472,0.770000
2473,0.670000
2474,0.810000
2475,0.640000
2476,0.810000
2477,0.710000
2478,0.810000
2479,0.630000
2480,0.700000
2481,0.810000
2482,0.770000
2483,0.750000
2484,0.790000
2485,0.670000
2486,0.840000
2487,0.780000
2488,0.900000
2489,0.760000
2490,0.790000
2491,0.760000
2492,0.730000
2493,0.800000
2494,0.700000
2495,0.740000
2496,0.730000
2497,0.750000
2498,0.740000
2499,0.770000
2500,0.460000
2501,0.830000
2502,0.780000
2503,0.780000
2504,0.670000
2505,0.750000
2506,0.700000
2507,0.750000
2508,0.630000
2509,0.810000
2510,0.770000
2511,0.680000
2512,0.800000
2513,0.850000
2514,0.670000
2515,0.710000
2516,0.650000
2517,0.770000
2518,0.660000
2519,0.700000
2520,0.820000
2521,0.760000
2522,0.560000
2523,0.810000
2524,0.720000
2525,0.640000
2526,0.850000
2527,0.830000
2528,0.740000
2529,0.720000
2530,0.710000
2531,0.810000
2532,0.770000
2533,0.740000
2534,0.760000
2535,0.670000
2536,0.740000
2537,0.830000
2538,0.750000
2539,0.700000
2540,0.700000
2541,0.840000
2542,0.700000
2543,0.650000
2544,0.790000
2545,0.790000
2546,0.470000
2547,0.790000
2548,0.600000
2549,0.750000
2550,0.800000
2551,0.620000
2552,0.770000
2553,0.800000
2554,0.800000
2555,0.720000
2556,0.650000
2557,0.810000
2558,0.790000
2559,0.800000
2560,0.860000
2561,0.660000
2562,0.810000
2563,0.780000
2564,0.800000
2565,0.690000
2566,0.760000
2567,0.720000
2568,0.750000
2569,0.800000
2570,0.700000
2571,0.640000
2572,0.740000
2573,0.770000
2574,0.710000
2575,0.800000
2576,0.870000
2577,0.820000
2578,0.640000
2579,0.850000
2580,0.810000
2581,0.740000
2582,0.740000
2583,0.750000
2584,0.490000
2585,0.790000
2586,0.640000
2587,0.740000
2588,0.500000
2589,0.530000
2590,0.610000
2591,0.430000
2592,0.790000
2593,0.710000
2594,0.690000
2595,0.740000
2596,0.890000
2597,0.450000
2598,0.820000
2599,0.870000
2600,0.850000
2601,0.550000
2602,0.840000
2603,0.810000
2604,0.610000
2605,0.750000
2606,0.630000
2607,0.810000
2608,0.570000
2609,0.820000
2610,0.610000
2611,0.650000
2612,0.790000
2613,0.730000
2614,0.810000
2615,0.750000
2616,0.770000
2617,0.720000
2618,0.750000
2619,0.710000
2620,0.630000
2621,0.710000
2622,0.840000
2623,0.790000
2624,0.750000
2625,0.550000
2626,0.780000
2627,0.830000
2628,0.790000
2629,0.650000
2630,0.680000
2631,0.720000
2632,0.700000
2633,0.740000
2634,0.710000
2635,0.640000
2636,0.720000
2637,0.740000
2638,0.610000
2639,0.710000
2640,0.710000
2641,0.800000
2642,0.780000
2643,0.760000
2644,0.780000
2645,0.780000
2646,0.830000
2647,0.830000
2648,0.490000
2649,0.830000
2650,0.820000
2651,0.760000
2652,0.680000
2653,0.740000
2654,0.750000
2655,0.860000
2656,0.800000
2657,0.690000
2658,0.840000
2659,0.610000
2660,0.660000
2661,0.850000
2662,0.590000
2663,0.780000
2664,0.700000
2665,0.770000
2666,0.640000
2667,0.790000
2668,0.830000
2669,0.760000
2670,0.730000
2671,0.840000
2672,0.610000
2673,0.660000
2674,0.670000
2675,0.720000
2676,0.780000
2677,0.750000
2678,0.740000
2679,0.780000
2680,0.720000
2681,0.620000
2682,0.740000
2683,0.790000
2684,0.740000
2685,0.770000
2686,0.730000
2687,0.810000
2688,0.790000
2689,0.720000
2690,0.540000
2691,0.770000
2692,0.710000
2693,0.750000
2694,0.760000
2695,0.770000
2696,0.620000
2697,0.710000
2698,0.680000
2699,0.820000
2700,0.810000
2701,0.670000
2702,0.830000
2703,0.810000
2704,0.700000
2705,0.700000
2706,0.810000
2707,0.720000
2708,0.710000
2709,0.750000
2710,0.790000
2711,0.800000
2712,0.600000
2713,0.680000
2714,0.780000
2715,0.720000
2716,0.590000
2717,0.610000
2718,0.790000
2719,0.660000
2720,0.620000
2721,0.780000
2722,0.790000
2723,0.700000
2724,0.750000
2725,0.610000
2726,0.680000
2727,0.730000
2728,0.770000
2729,0.430000
2730,0.600000
2731,0.730000
2732,0.750000
2733,0.890000
2734,0.830000
2735,0.830000
2736,0.790000
2737,0.840000
2738,0.790000
2739,0.750000
2740,0.620000
2741,0.690000
2742,0.820000
2743,0.680000
2744,0.830000
2745,0.790000
2746,0.770000
2747,0.760000
2748,0.760000
2749,0.780000
2750,0.720000
2751,0.820000
2752,0.780000
2753,0.630000
2754,0.640000
2755,0.760000
2756,0.640000
2757,0.830000
2758,0.840000
2759,0.700000
2760,0.820000
2761,0.710000
2762,0.790000
2763,0.880000
2764,0.770000
2765,0.780000
2766,0.750000
2767,0.780000
2768,0.780000
2769,0.740000
2770,0.710000
2771,0.780000
2772,0.820000
2773,0.800000
2774,0.770000
2775,0.600000
2776,0.820000
2777,0.770000
2778,0.830000
2779,0.790000
2780,0.610000
2781,0.730000
2782,0.770000
2783,0.630000
2784,0.790000
2785,0.860000
2786,0.640000
2787,0.780000
2788,0.770000
2789,0.730000
2790,0.800000
2791,0.420000
2792,0.630000
2793,0.790000
2794,0.710000
2795,0.790000
2796,0.800000
2797,0.740000
2798,0.620000
2799,0.790000
2800,0.770000
2801,0.810000
2802,0.740000
2803,0.720000
2804,0.800000
2805,0.630000
2806,0.740000
2807,0.730000
2808,0.810000
2809,0.770000
2810,0.700000
2811,0.390000
2812,0.630000
2813,0.610000
2814,0.740000
2815,0.770000
2816,0.460000
2817,0.680000
2818,0.810000
2819,0.870000
2820,0.770000
2821,0.720000
2822,0.760000
2823,0.750000
2824,0.760000
2825,0.600000
2826,0.770000
2827,0.700000
2828,0.830000
2829,0.670000
2830,0.810000
2831,0.680000
2832,0.760000
2833,0.610000
2834,0.840000
2835,0.600000
2836,0.790000
2837,0.730000
2838,0.630000
2839,0.630000
2840,0.770000
2841,0.880000
2842,0.830000
2843,0.790000
2844,0.710000
2845,0.690000
2846,0.740000
2847,0.720000
2848,0.630000
2849,0.580000
2850,0.770000
2851,0.760000
2852,0.770000
2853,0.710000
2854,0.790000
2855,0.700000
2856,0.750000
2857,0.780000
2858,0.850000
2859,0.720000
2860,0.800000
2861,0.690000
2862,0.760000
2863,0.810000
2864,0.750000
2865,0.760000
2866,0.800000
2867,0.720000
2868,0.660000
2869,0.720000
2870,0.740000
2871,0.770000
2872,0.710000
2873,0.690000
2874,0.600000
2875,0.700000
2876,0.770000
2877,0.720000
2878,0.690000
2879,0.790000
2880,0.700000
2881,0.700000
2882,0.720000
2883,0.640000
2884,0.700000
2885,0.690000
2886,0.690000
2887,0.810000
2888,0.660000
2889,0.690000
2890,0.760000
2891,0.700000
2892,0.810000
2893,0.630000
2894,0.700000
2895,0.590000
2896,0.810000
2897,0.790000
2898,0.750000
2899,0.820000
2900,0.820000
2901,0.860000
2902,0.710000
2903,0.770000
2904,0.710000
2905,0.780000
2906,0.730000
2907,0.710000
2908,0.840000
2909,0.750000
2910,0.760000
2911,0.670000
2912,0.770000
2913,0.690000
2914,0.770000
2915,0.750000
2916,0.680000
2917,0.830000
2918,0.650000
2919,0.720000
2920,0.800000
2921,0.780000
2922,0.590000
2923,0.740000
2924,0.670000
2925,0.750000
2926,0.790000
2927,0.720000
2928,0.430000
2929,0.670000
2930,0.740000
2931,0.750000
2932,0.830000
2933,0.630000
2934,0.840000
2935,0.760000
2936,0.810000
2937,0.560000
2938,0.680000
2939,0.780000
2940,0.830000
2941,0.640000
2942,0.530000
2943,0.750000
2944,0.740000
2945,0.800000
2946,0.860000
2947,0.760000
2948,0.790000
2949,0.790000
2950,0.730000
2951,0.820000
2952,0.750000
2953,0.730000
2954,0.750000
2955,0.810000
2956,0.580000
2957,0.710000
2958,0.750000
2959,0.800000
2960,0.680000
2961,0.640000
2962,0.740000
2963,0.760000
2964,0.740000
2965,0.610000
2966,0.770000
2967,0.770000
2968,0.800000
2969,0.810000
2970,0.860000
2971,0.460000
2972,0.750000
2973,0.770000
2974,0.870000
2975,0.730000
2976,0.800000
2977,0.810000
2978,0.760000
2979,0.810000
2980,0.710000
2981,0.770000
2982,0.690000
2983,0.810000
2984,0.760000
2985,0.680000
2986,0.790000
2987,0.750000
2988,0.640000
2989,0.650000
2990,0.790000
2991,0.670000
2992,0.690000
2993,0.830000
2994,0.800000
2995,0.630000
2996,0.710000
2997,0.590000
2998,0.810000
2999,0.760000
3000,0.650000
3001,0.640000
3002,0.580000
3003,0.670000
3004,0.700000
3005,0.810000
3006,0.610000
3007,0.810000
3008,0.690000
3009,0.770000
3010,0.590000
3011,0.690000
3012,0.700000
3013,0.730000
3014,0.680000
3015,0.790000
3016,0.680000
3017,0.740000
3018,0.560000
3019,0.750000
3020,0.720000
3021,0.660000
3022,0.620000
3023,0.770000
3024,0.740000
3025,0.770000
3026,0.760000
3027,0.780000
3028,0.650000
3029,0.740000
3030,0.790000
3031,0.800000
3032,0.800000
3033,0.770000
3034,0.670000
3035,0.730000
3036,0.740000
3037,0.700000
3038,0.620000
3039,0.760000
3040,0.640000
3041,0.820000
3042,0.760000
3043,0.740000
3044,0.730000
3045,0.680000
3046,0.790000
3047,0.630000
3048,0.600000
3049,0.740000
3050,0.720000
3051,0.660000
3052,0.770000
3053,0.640000
3054,0.780000
3055,0.780000
3056,0.650000
3057,0.850000
3058,0.570000
3059,0.590000
3060,0.690000
3061,0.740000
3062,0.570000
3063,0.860000
3064,0.770000
3065,0.750000
3066,0.620000
3067,0.720000
3068,0.720000
3069,0.710000
3070,0.760000
3071,0.680000
3072,0.690000
3073,0.830000
3074,0.760000
3075,0.660000
3076,0.750000
3077,0.610000
3078,0.570000
3079,0.780000
3080,0.730000
3081,0.780000
3082,0.710000
3083,0.690000
3084,0.770000
3085,0.760000
3086,0.680000
3087,0.790000
3088,0.680000
3089,0.710000
3090,0.700000
3091,0.790000
3092,0.680000
3093,0.720000
3094,0.660000
3095,0.750000
3096,0.790000
3097,0.790000
3098,0.750000
3099,0.700000
3100,0.690000
3101,0.380000
3102,0.650000
3103,0.700000
3104,0.720000
3105,0.670000
3106,0.550000
3107,0.660000
3108,0.580000
3109,0.790000
3110,0.790000
3111,0.680000
3112,0.750000
3113,0.740000
3114,0.630000
3115,0.760000
3116,0.620000
3117,0.740000
3118,0.720000
3119,0.740000
3120,0.540000
3121,0.480000
3122,0.770000
3123,0.720000
3124,0.610000
3125,0.650000
3126,0.760000
3127,0.780000
3128,0.570000
3129,0.700000
3130,0.770000
3131,0.650000
3132,0.800000
3133,0.770000
3134,0.610000
3135,0.730000
3136,0.680000
3137,0.770000
3138,0.760000
3139,0.620000
3140,0.600000
3141,0.750000
3142,0.720000
3143,0.660000
3144,0.600000
3145,0.670000
3146,0.620000
3147,0.580000
3148,0.830000
3149,0.770000
3150,0.790000
3151,0.730000
3152,0.550000
3153,0.720000
3154,0.720000
3155,0.850000
3156,0.790000
3157,0.590000
3158,0.790000
3159,0.770000
3160,0.740000
3161,0.690000
3162,0.760000
3163,0.730000
3164,0.860000
3165,0.740000
3166,0.690000
3167,0.770000
3168,0.780000
3169,0.590000
3170,0.850000
3171,0.770000
3172,0.820000
3173,0.800000
3174,0.670000
3175,0.770000
3176,0.700000
3177,0.710000
3178,0.800000
3179,0.680000
3180,0.600000
3181,0.830000
3182,0.800000
3183,0.620000
3184,0.810000
3185,0.650000
3186,0.710000
3187,0.720000
3188,0.850000
3189,0.630000
3190,0.670000
3191,0.740000
3192,0.730000
3193,0.580000
3194,0.750000
3195,0.690000
3196,0.770000
3197,0.730000
3198,0.810000
3199,0.550000
3200,0.650000
3201,0.710000
3202,0.720000
3203,0.760000
3204,0.770000
3205,0.780000
3206,0.730000
3207,0.420000
3208,0.640000
3209,0.890000
3210,0.590000
3211,0.740000
3212,0.610000
3213,0.560000
3214,0.660000
3215,0.780000
3216,0.640000
3217,0.710000
3218,0.810000
3219,0.710000
3220,0.830000
3221,0.750000
3222,0.610000
3223,0.770000
3224,0.730000
3225,0.740000
3226,0.610000
3227,0.670000
3228,0.730000
3229,0.650000
3230,0.760000
3231,0.760000
3232,0.570000
3233,0.460000
3234,0.630000
3235,0.690000
3236,0.720000
3237,0.770000
3238,0.660000
3239,0.690000
3240,0.590000
3241,0.820000
3242,0.840000
3243,0.700000
3244,0.590000
3245,0.820000
3246,0.770000
3247,0.820000
3248,0.770000
3249,0.770000
3250,0.790000
3251,0.660000
3252,0.720000
3253,0.790000
3254,0.640000
3255,0.690000
3256,0.790000
3257,0.770000
3258,0.690000
3259,0.730000
3260,0.760000
3261,0.750000
3262,0.710000
3263,0.770000
3264,0.670000
3265,0.640000
3266,0.830000
3267,0.640000
3268,0.710000
3269,0.810000
3270,0.770000
3271,0.650000
3272,0.790000
3273,0.750000
3274,0.740000
3275,0.740000
3276,0.830000
3277,0.630000
3278,0.760000
3279,0.730000
3280,0.640000
3281,0.580000
3282,0.820000
3283,0.730000
3284,0.700000
3285,0.750000
3286,0.740000
3287,0.720000
3288,0.700000
3289,0.650000
3290,0.720000
3291,0.750000
3292,0.760000
3293,0.590000
3294,0.570000
3295,0.770000
3296,0.720000
3297,0.650000
3298,0.710000
3299,0.710000
3300,0.640000
3301,0.560000
3302,0.800000
3303,0.800000
3304,0.610000
3305,0.550000
3306,0.710000
3307,0.760000
3308,0.660000
3309,0.730000
3310,0.460000
3311,0.790000
3312,0.700000
3313,0.670000
3314,0.620000
3315,0.680000
3316,0.750000
3317,0.740000
3318,0.820000
3319,0.770000
3320,0.760000
3321,0.810000
3322,0.740000
3323,0.750000
3324,0.790000
3325,0.680000
3326,0.690000
3327,0.780000
3328,0.840000
3329,0.730000
3330,0.740000
3331,0.700000
3332,0.570000
3333,0.740000
3334,0.590000
3335,0.710000
3336,0.740000
3337,0.790000
3338,0.690000
3339,0.740000
3340,0.810000
3341,0.540000
3342,0.840000
3343,0.790000
3344,0.730000
3345,0.730000
3346,0.820000
3347,0.730000
3348,0.770000
3349,0.650000
3350,0.810000
3351,0.730000
3352,0.710000
3353,0.580000
3354,0.670000
3355,0.840000
3356,0.670000
3357,0.800000
3358,0.730000
3359,0.800000
3360,0.760000
3361,0.660000
3362,0.710000
3363,0.760000
3364,0.800000
3365,0.740000
3366,0.740000
3367,0.610000
3368,0.750000
3369,0.600000
3370,0.790000
3371,0.760000
3372,0.690000
3373,0.730000
3374,0.610000
3375,0.800000
3376,0.780000
3377,0.730000
3378,0.790000
3379,0.750000
3380,0.730000
3381,0.820000
3382,0.710000
3383,0.740000
3384,0.590000
3385,0.800000
3386,0.820000
3387,0.600000
3388,0.790000
3389,0.710000
3390,0.780000
3391,0.740000
3392,0.780000
3393,0.790000
3394,0.810000
3395,0.560000
3396,0.660000
3397,0.710000
3398,0.710000
3399,0.790000
3400,0.750000
3401,0.670000
3402,0.600000
3403,0.660000
3404,0.700000
3405,0.730000
3406,0.570000
3407,0.550000
3408,0.730000
3409,0.760000
3410,0.750000
3411,0.880000
3412,0.770000
3413,0.600000
3414,0.690000
3415,0.790000
3416,0.800000
3417,0.710000
3418,0.500000
3419,0.740000
3420,0.750000
3421,0.580000
3422,0.500000
3423,0.730000
3424,0.630000
3425,0.670000
3426,0.710000
3427,0.670000
3428,0.770000
3429,0.560000
3430,0.870000
3431,0.730000
3432,0.540000
3433,0.710000
3434,0.810000
3435,0.760000
3436,0.780000
3437,0.780000
3438,0.730000
3439,0.740000
3440,0.520000
3441,0.630000
3442,0.730000
3443,0.660000
3444,0.560000
3445,0.570000
3446,0.690000
3447,0.690000
3448,0.790000
3449,0.590000
3450,0.670000
3451,0.580000
3452,0.760000
3453,0.680000
3454,0.720000
3455,0.820000
3456,0.760000
3457,0.780000
3458,0.700000
3459,0.700000
3460,0.650000
3461,0.830000
3462,0.580000
3463,0.350000
3464,0.790000
3465,0.730000
3466,0.810000
3467,0.770000
3468,0.440000
3469,0.570000
3470,0.590000
3471,0.810000
3472,0.610000
3473,0.330000
3474,0.530000
3475,0.820000
3476,0.790000
3477,0.520000
3478,0.660000
3479,0.810000
3480,0.630000
3481,0.750000
3482,0.820000
3483,0.700000
3484,0.740000
3485,0.850000
3486,0.660000
3487,0.760000
3488,0.770000
3489,0.670000
3490,0.710000
3491,0.740000
3492,0.750000
3493,0.810000
3494,0.720000
3495,0.760000
3496,0.580000
3497,0.750000
3498,0.720000
3499,0.810000
3500,0.800000
3501,0.770000
3502,0.700000
3503,0.790000
3504,0.760000
3505,0.650000
3506,0.760000
3507,0.670000
3508,0.730000
3509,0.720000
3510,0.750000
3511,0.700000
3512,0.690000
3513,0.710000
3514,0.600000
3515,0.680000
3516,0.800000
3517,0.650000
3518,0.700000
3519,0.730000
3520,0.570000
3521,0.740000
3522,0.540000
3523,0.770000
3524,0.540000
3525,0.810000
3526,0.700000
3527,0.740000
3528,0.540000
3529,0.720000
3530,0.670000
3531,0.800000
3532,0.560000
3533,0.770000
3534,0.740000
3535,0.650000
3536,0.750000
3537,0.770000
3538,0.370000
3539,0.780000
3540,0.720000
3541,0.740000
3542,0.750000
3543,0.710000
3544,0.700000
3545,0.590000
3546,0.560000
3547,0.560000
3548,0.810000
3549,0.770000
3550,0.750000
3551,0.550000
3552,0.720000
3553,0.810000
3554,0.700000
3555,0.780000
3556,0.740000
3557,0.730000
3558,0.650000
3559,0.780000
3560,0.750000
3561,0.690000
3562,0.740000
3563,0.780000
3564,0.660000
3565,0.730000
3566,0.790000
3567,0.800000
3568,0.710000
3569,0.700000
3570,0.690000
3571,0.650000
3572,0.740000
3573,0.740000
3574,0.780000
3575,0.750000
3576,0.760000
3577,0.710000
3578,0.700000
3579,0.670000
3580,0.780000
3581,0.730000
3582,0.720000
3583,0.630000
3584,0.750000
3585,0.580000
3586,0.650000
3587,0.620000
3588,0.570000
3589,0.510000
3590,0.730000
3591,0.760000
3592,0.780000
3593,0.780000
3594,0.770000
3595,0.550000
3596,0.710000
3597,0.540000
3598,0.800000
3599,0.700000
3600,0.770000
3601,0.570000
3602,0.660000
3603,0.690000
3604,0.570000
3605,0.540000
3606,0.730000
3607,0.600000
3608,0.800000
3609,0.590000
3610,0.320000
3611,0.550000
3612,0.750000
3613,0.520000
3614,0.760000
3615,0.720000
3616,0.730000
